activity_id,activity_name,category,location,price,weather,popularity,duration,profile,season,compatibility_score,description
39358,Spectacle folklorique à Kairouan,culture,Kairouan,286.28,Tempéré,93,6,familial,hiver,92.63,"Spectacle folklorique à Kairouan — Une activité culture exceptionnelle à Kairouan, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
23299,Concert international à Monastir,entertainment,Monastir,177.79,Frais,67,3,familial,automne,67.65,"Concert international à Monastir — Une activité entertainment exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
30976,Safari d’aventure près de Prague,adventure,Prague,71.28,Frais,40,3,groupe,été,78.15,"Safari d’aventure près de Prague — Une activité adventure exceptionnelle à Prague, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13573,Visite du jardin botanique de Singapore,nature,Singapore,80.44,Pluvieux,93,5,familial,hiver,72.54,"Visite du jardin botanique de Singapore — Une activité nature exceptionnelle à Singapore, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
24700,Visite du marché central de Sousse,gastronomy,Sousse,270.76,Ensoleillé,83,2,solo,hiver,76.37,"Visite du marché central de Sousse — Une activité gastronomy exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
46525,Festival culturel annuel à Kef,culture,Kef,158.0,Ensoleillé,89,5,groupe,automne,63.9,"Festival culturel annuel à Kef — Une activité culture exceptionnelle à Kef, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
58930,Cours de cuisine locale à New York,gastronomy,New York,46.55,Chaud,51,2,groupe,hiver,71.02,"Cours de cuisine locale à New York — Une activité gastronomy exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40983,Dîner étoilé au cœur de Lisbon,gastronomy,Lisbon,175.78,Pluvieux,77,5,solo,printemps,95.98,"Dîner étoilé au cœur de Lisbon — Une activité gastronomy exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
22816,Excursion en quad à Paris,adventure,Paris,168.7,Chaud,74,3,couple,été,63.43,"Excursion en quad à Paris — Une activité adventure exceptionnelle à Paris, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
3800,Soirée musicale à Mexico City,entertainment,Mexico City,140.23,Pluvieux,63,4,familial,hiver,75.14,"Soirée musicale à Mexico City — Une activité entertainment exceptionnelle à Mexico City, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
26467,Safari d’aventure près de Lisbon,adventure,Lisbon,44.41,Tempéré,82,6,couple,été,72.62,"Safari d’aventure près de Lisbon — Une activité adventure exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
57224,Soirée musicale à Tabarka,entertainment,Tabarka,251.82,Tempéré,79,2,solo,été,66.83,"Soirée musicale à Tabarka — Une activité entertainment exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
27862,Sortie en bateau à Istanbul,entertainment,Istanbul,198.07,Ensoleillé,65,1,solo,printemps,73.28,"Sortie en bateau à Istanbul — Une activité entertainment exceptionnelle à Istanbul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
39736,Festival culturel annuel à Rio de Janeiro,culture,Rio de Janeiro,124.22,Tempéré,40,6,groupe,hiver,62.0,"Festival culturel annuel à Rio de Janeiro — Une activité culture exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
4564,Cours de cuisine locale à Rio de Janeiro,gastronomy,Rio de Janeiro,257.02,Chaud,47,4,couple,été,70.85,"Cours de cuisine locale à Rio de Janeiro — Une activité gastronomy exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
49045,Observation des oiseaux à Djerba,nature,Djerba,274.58,Ensoleillé,99,4,familial,été,71.11,"Observation des oiseaux à Djerba — Une activité nature exceptionnelle à Djerba, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
43383,Visite du jardin botanique de Seoul,nature,Seoul,146.58,Tempéré,90,3,familial,automne,95.35,"Visite du jardin botanique de Seoul — Une activité nature exceptionnelle à Seoul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
48139,Randonnée dans les montagnes de Zarzis,adventure,Zarzis,190.89,Chaud,62,1,solo,hiver,95.93,"Randonnée dans les montagnes de Zarzis — Une activité adventure exceptionnelle à Zarzis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
44597,Croisière écologique à Marrakech,nature,Marrakech,163.09,Tempéré,49,6,couple,été,60.61,"Croisière écologique à Marrakech — Une activité nature exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
1878,Visite des monuments antiques de New York,culture,New York,264.44,Chaud,91,3,couple,printemps,68.33,"Visite des monuments antiques de New York — Une activité culture exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
59128,Dîner-spectacle à Sydney,entertainment,Sydney,230.87,Tempéré,68,6,familial,été,87.99,"Dîner-spectacle à Sydney — Une activité entertainment exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10240,Visite des monuments antiques de Istanbul,culture,Istanbul,79.93,Chaud,100,6,couple,hiver,76.22,"Visite des monuments antiques de Istanbul — Une activité culture exceptionnelle à Istanbul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
58212,Tour gastronomique de Bizerte,gastronomy,Bizerte,48.55,Chaud,72,3,solo,printemps,78.83,"Tour gastronomique de Bizerte — Une activité gastronomy exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20291,Concert international à Madrid,entertainment,Madrid,83.44,Frais,70,6,couple,hiver,87.26,"Concert international à Madrid — Une activité entertainment exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
28283,Découverte du vieux centre historique de Hammamet,culture,Hammamet,122.1,Tempéré,52,6,familial,automne,95.99,"Découverte du vieux centre historique de Hammamet — Une activité culture exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
23643,Soirée street food à Singapore,gastronomy,Singapore,198.78,Frais,77,6,couple,printemps,77.43,"Soirée street food à Singapore — Une activité gastronomy exceptionnelle à Singapore, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
278,Observation des oiseaux à New York,nature,New York,197.63,Chaud,76,6,groupe,automne,98.63,"Observation des oiseaux à New York — Une activité nature exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40117,Tour gastronomique de Bangkok,gastronomy,Bangkok,241.94,Chaud,55,1,solo,printemps,66.03,"Tour gastronomique de Bangkok — Une activité gastronomy exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20934,Détente sur la plage de Rio de Janeiro,nature,Rio de Janeiro,161.29,Ensoleillé,71,1,solo,automne,70.06,"Détente sur la plage de Rio de Janeiro — Une activité nature exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10242,Festival culturel annuel à Rome,culture,Rome,193.8,Tempéré,67,3,familial,été,77.2,"Festival culturel annuel à Rome — Une activité culture exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
24255,Concert international à Sousse,entertainment,Sousse,261.31,Pluvieux,91,1,solo,automne,83.29,"Concert international à Sousse — Une activité entertainment exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
16701,Cours de cuisine locale à Madrid,gastronomy,Madrid,261.59,Pluvieux,43,4,solo,hiver,70.45,"Cours de cuisine locale à Madrid — Une activité gastronomy exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
12359,Découverte du vieux centre historique de Zarzis,culture,Zarzis,110.58,Pluvieux,77,1,familial,hiver,64.19,"Découverte du vieux centre historique de Zarzis — Une activité culture exceptionnelle à Zarzis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
187,Découverte du vieux centre historique de Gabes,culture,Gabes,78.65,Tempéré,41,3,couple,hiver,92.15,"Découverte du vieux centre historique de Gabes — Une activité culture exceptionnelle à Gabes, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9607,Visite du jardin botanique de Istanbul,nature,Istanbul,256.31,Ensoleillé,80,2,groupe,été,66.29,"Visite du jardin botanique de Istanbul — Une activité nature exceptionnelle à Istanbul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10733,Concert international à Zarzis,entertainment,Zarzis,241.08,Pluvieux,88,3,familial,été,66.11,"Concert international à Zarzis — Une activité entertainment exceptionnelle à Zarzis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
16452,Excursion en quad à New York,adventure,New York,216.34,Ensoleillé,69,2,couple,hiver,82.42,"Excursion en quad à New York — Une activité adventure exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
8619,Cinéma en plein air à Kairouan,entertainment,Kairouan,291.63,Tempéré,80,2,groupe,été,65.15,"Cinéma en plein air à Kairouan — Une activité entertainment exceptionnelle à Kairouan, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
41245,Visite du musée national de Los Angeles,culture,Los Angeles,280.77,Tempéré,71,3,familial,automne,62.8,"Visite du musée national de Los Angeles — Une activité culture exceptionnelle à Los Angeles, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
21430,Soirée musicale à Berlin,entertainment,Berlin,244.21,Tempéré,43,3,solo,été,90.52,"Soirée musicale à Berlin — Une activité entertainment exceptionnelle à Berlin, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
2001,Dîner étoilé au cœur de Prague,gastronomy,Prague,84.08,Pluvieux,87,4,groupe,été,95.39,"Dîner étoilé au cœur de Prague — Une activité gastronomy exceptionnelle à Prague, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
21655,Dégustation de plats traditionnels à Mexico City,gastronomy,Mexico City,292.34,Pluvieux,63,5,couple,été,96.34,"Dégustation de plats traditionnels à Mexico City — Une activité gastronomy exceptionnelle à Mexico City, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
8529,Randonnée dans les forêts autour de Monastir,nature,Monastir,213.69,Ensoleillé,52,2,couple,automne,88.33,"Randonnée dans les forêts autour de Monastir — Une activité nature exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20916,Atelier d’artisanat local à Djerba,culture,Djerba,133.12,Tempéré,60,6,familial,été,80.67,"Atelier d’artisanat local à Djerba — Une activité culture exceptionnelle à Djerba, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
50008,Excursion en quad à Toronto,adventure,Toronto,263.66,Pluvieux,74,1,couple,printemps,96.79,"Excursion en quad à Toronto — Une activité adventure exceptionnelle à Toronto, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
18624,Parapente au-dessus de Amsterdam,adventure,Amsterdam,199.41,Chaud,48,5,couple,été,95.85,"Parapente au-dessus de Amsterdam — Une activité adventure exceptionnelle à Amsterdam, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
21880,Observation des oiseaux à Athens,nature,Athens,131.12,Chaud,86,1,groupe,automne,96.65,"Observation des oiseaux à Athens — Une activité nature exceptionnelle à Athens, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
2339,Balade dans la réserve naturelle de Sydney,nature,Sydney,264.81,Frais,40,1,familial,printemps,81.94,"Balade dans la réserve naturelle de Sydney — Une activité nature exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36228,Visite du jardin botanique de Berlin,nature,Berlin,206.74,Tempéré,89,6,couple,été,93.78,"Visite du jardin botanique de Berlin — Une activité nature exceptionnelle à Berlin, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36699,Spectacle folklorique à Rome,culture,Rome,119.12,Pluvieux,74,3,couple,automne,61.42,"Spectacle folklorique à Rome — Une activité culture exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
25820,Parapente au-dessus de New York,adventure,New York,74.69,Pluvieux,77,3,familial,automne,98.77,"Parapente au-dessus de New York — Une activité adventure exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
18717,Spectacle de danse contemporaine à New York,entertainment,New York,29.7,Tempéré,45,4,couple,hiver,60.27,"Spectacle de danse contemporaine à New York — Une activité entertainment exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
44529,Safari d’aventure près de Bangkok,adventure,Bangkok,42.83,Tempéré,68,2,couple,printemps,63.12,"Safari d’aventure près de Bangkok — Une activité adventure exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
16435,Dégustation de plats traditionnels à Bizerte,gastronomy,Bizerte,35.65,Tempéré,73,5,couple,automne,64.32,"Dégustation de plats traditionnels à Bizerte — Une activité gastronomy exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
48840,Visite du musée national de Tabarka,culture,Tabarka,18.53,Chaud,62,2,familial,été,67.13,"Visite du musée national de Tabarka — Une activité culture exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
12640,Dîner étoilé au cœur de Rome,gastronomy,Rome,277.82,Tempéré,66,3,groupe,printemps,63.39,"Dîner étoilé au cœur de Rome — Une activité gastronomy exceptionnelle à Rome, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
26688,Sortie en bateau à Zarzis,entertainment,Zarzis,109.71,Ensoleillé,91,2,groupe,automne,65.86,"Sortie en bateau à Zarzis — Une activité entertainment exceptionnelle à Zarzis, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
59899,Cinéma en plein air à London,entertainment,London,109.84,Ensoleillé,58,1,couple,été,85.7,"Cinéma en plein air à London — Une activité entertainment exceptionnelle à London, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
52173,Dîner étoilé au cœur de Hammamet,gastronomy,Hammamet,188.95,Tempéré,69,3,couple,été,60.14,"Dîner étoilé au cœur de Hammamet — Une activité gastronomy exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
27689,Visite des monuments antiques de Prague,culture,Prague,273.51,Tempéré,92,1,couple,printemps,60.78,"Visite des monuments antiques de Prague — Une activité culture exceptionnelle à Prague, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10728,Visite des monuments antiques de Rio de Janeiro,culture,Rio de Janeiro,216.78,Ensoleillé,99,6,familial,printemps,73.68,"Visite des monuments antiques de Rio de Janeiro — Une activité culture exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9390,Cinéma en plein air à Bizerte,entertainment,Bizerte,161.78,Ensoleillé,77,1,couple,automne,64.53,"Cinéma en plein air à Bizerte — Une activité entertainment exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
54643,Visite des monuments antiques de Prague,culture,Prague,250.41,Tempéré,70,2,solo,été,77.58,"Visite des monuments antiques de Prague — Une activité culture exceptionnelle à Prague, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
6389,Cours de cuisine locale à Tabarka,gastronomy,Tabarka,266.17,Pluvieux,56,1,familial,été,74.19,"Cours de cuisine locale à Tabarka — Une activité gastronomy exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
53516,Escalade sur les falaises de Mahdia,adventure,Mahdia,218.68,Pluvieux,91,5,couple,hiver,64.54,"Escalade sur les falaises de Mahdia — Une activité adventure exceptionnelle à Mahdia, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
45327,Visite des monuments antiques de Cairo,culture,Cairo,232.67,Chaud,97,2,groupe,automne,72.96,"Visite des monuments antiques de Cairo — Une activité culture exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
6021,Plongée sous-marine à Dubai,adventure,Dubai,134.69,Ensoleillé,58,5,familial,hiver,77.68,"Plongée sous-marine à Dubai — Une activité adventure exceptionnelle à Dubai, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
31593,Concert international à Hammamet,entertainment,Hammamet,229.86,Tempéré,99,6,couple,printemps,91.97,"Concert international à Hammamet — Une activité entertainment exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
41374,Visite du jardin botanique de Djerba,nature,Djerba,125.66,Pluvieux,66,3,solo,été,73.67,"Visite du jardin botanique de Djerba — Une activité nature exceptionnelle à Djerba, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
25311,Balade dans la réserve naturelle de Cape Town,nature,Cape Town,79.56,Pluvieux,70,1,solo,hiver,79.16,"Balade dans la réserve naturelle de Cape Town — Une activité nature exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
47266,Visite du musée national de Kairouan,culture,Kairouan,26.58,Frais,97,6,couple,automne,68.01,"Visite du musée national de Kairouan — Une activité culture exceptionnelle à Kairouan, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
37641,Cours de cuisine locale à Rio de Janeiro,gastronomy,Rio de Janeiro,262.9,Pluvieux,44,3,solo,été,80.74,"Cours de cuisine locale à Rio de Janeiro — Une activité gastronomy exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
41078,Randonnée dans les forêts autour de Dubai,nature,Dubai,204.25,Tempéré,45,4,groupe,printemps,99.35,"Randonnée dans les forêts autour de Dubai — Une activité nature exceptionnelle à Dubai, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
39616,Visite des monuments antiques de Cairo,culture,Cairo,136.57,Tempéré,41,1,groupe,automne,70.93,"Visite des monuments antiques de Cairo — Une activité culture exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
45659,Tour gastronomique de Bangkok,gastronomy,Bangkok,176.22,Frais,83,5,familial,hiver,63.56,"Tour gastronomique de Bangkok — Une activité gastronomy exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
38853,Découverte du vieux centre historique de Djerba,culture,Djerba,60.71,Pluvieux,78,1,groupe,printemps,68.8,"Découverte du vieux centre historique de Djerba — Une activité culture exceptionnelle à Djerba, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
39373,Atelier d’artisanat local à Tabarka,culture,Tabarka,34.03,Chaud,73,1,couple,hiver,62.31,"Atelier d’artisanat local à Tabarka — Une activité culture exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
17213,Randonnée dans les forêts autour de Marrakech,nature,Marrakech,179.26,Frais,47,4,familial,printemps,76.21,"Randonnée dans les forêts autour de Marrakech — Une activité nature exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13070,Cinéma en plein air à Lisbon,entertainment,Lisbon,256.76,Tempéré,69,1,groupe,printemps,72.55,"Cinéma en plein air à Lisbon — Une activité entertainment exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
5188,Croisière écologique à Bangkok,nature,Bangkok,79.56,Ensoleillé,77,5,familial,été,82.26,"Croisière écologique à Bangkok — Une activité nature exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
58284,Soirée street food à Lisbon,gastronomy,Lisbon,45.39,Ensoleillé,48,1,couple,hiver,60.53,"Soirée street food à Lisbon — Une activité gastronomy exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
41195,Détente sur la plage de Gabes,nature,Gabes,201.41,Chaud,73,4,groupe,été,61.63,"Détente sur la plage de Gabes — Une activité nature exceptionnelle à Gabes, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
28797,Kayak en mer à New York,adventure,New York,60.66,Pluvieux,91,6,solo,printemps,86.44,"Kayak en mer à New York — Une activité adventure exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
48783,Parapente au-dessus de Athens,adventure,Athens,233.25,Pluvieux,78,5,solo,printemps,79.95,"Parapente au-dessus de Athens — Une activité adventure exceptionnelle à Athens, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
31692,Sortie en bateau à Bizerte,entertainment,Bizerte,150.1,Tempéré,43,6,couple,printemps,75.4,"Sortie en bateau à Bizerte — Une activité entertainment exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
9621,Concert international à London,entertainment,London,175.3,Pluvieux,62,6,couple,été,87.7,"Concert international à London — Une activité entertainment exceptionnelle à London, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40923,Cours de cuisine locale à Mexico City,gastronomy,Mexico City,191.23,Tempéré,66,5,groupe,printemps,74.1,"Cours de cuisine locale à Mexico City — Une activité gastronomy exceptionnelle à Mexico City, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
53800,Visite du marché central de Bangkok,gastronomy,Bangkok,61.48,Ensoleillé,87,6,couple,printemps,88.69,"Visite du marché central de Bangkok — Une activité gastronomy exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
51610,Dîner-spectacle à Kairouan,entertainment,Kairouan,61.46,Tempéré,94,4,solo,hiver,71.96,"Dîner-spectacle à Kairouan — Une activité entertainment exceptionnelle à Kairouan, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
10021,Visite des monuments antiques de Rio de Janeiro,culture,Rio de Janeiro,167.25,Frais,69,3,groupe,été,64.26,"Visite des monuments antiques de Rio de Janeiro — Une activité culture exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
44425,Dîner-spectacle à Monastir,entertainment,Monastir,51.22,Tempéré,87,1,familial,hiver,90.3,"Dîner-spectacle à Monastir — Une activité entertainment exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
42778,Soirée musicale à Nabeul,entertainment,Nabeul,242.76,Chaud,50,5,groupe,hiver,63.31,"Soirée musicale à Nabeul — Une activité entertainment exceptionnelle à Nabeul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36468,Kayak en mer à Mahdia,adventure,Mahdia,155.43,Pluvieux,99,1,couple,hiver,79.05,"Kayak en mer à Mahdia — Une activité adventure exceptionnelle à Mahdia, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
22051,Croisière écologique à Sousse,nature,Sousse,230.52,Chaud,84,2,couple,hiver,80.87,"Croisière écologique à Sousse — Une activité nature exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36116,Visite du marché central de Los Angeles,gastronomy,Los Angeles,67.68,Chaud,64,5,familial,été,88.87,"Visite du marché central de Los Angeles — Une activité gastronomy exceptionnelle à Los Angeles, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
1454,Cinéma en plein air à Sousse,entertainment,Sousse,113.99,Ensoleillé,62,2,couple,hiver,91.35,"Cinéma en plein air à Sousse — Une activité entertainment exceptionnelle à Sousse, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
15470,Détente sur la plage de Seoul,nature,Seoul,76.35,Chaud,91,3,couple,automne,96.86,"Détente sur la plage de Seoul — Une activité nature exceptionnelle à Seoul, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
14182,Festival culturel annuel à Bangkok,culture,Bangkok,110.04,Frais,60,3,groupe,automne,93.63,"Festival culturel annuel à Bangkok — Une activité culture exceptionnelle à Bangkok, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
45412,Soirée street food à Cape Town,gastronomy,Cape Town,276.95,Tempéré,78,6,solo,été,89.26,"Soirée street food à Cape Town — Une activité gastronomy exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
4511,Escalade sur les falaises de Madrid,adventure,Madrid,202.55,Pluvieux,53,4,familial,été,66.06,"Escalade sur les falaises de Madrid — Une activité adventure exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20441,Concert international à London,entertainment,London,156.5,Frais,88,4,solo,été,95.41,"Concert international à London — Une activité entertainment exceptionnelle à London, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
18802,Safari d’aventure près de Hammamet,adventure,Hammamet,85.58,Tempéré,64,4,familial,printemps,70.94,"Safari d’aventure près de Hammamet — Une activité adventure exceptionnelle à Hammamet, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
35616,Plongée sous-marine à Marrakech,adventure,Marrakech,164.85,Ensoleillé,87,1,solo,automne,69.4,"Plongée sous-marine à Marrakech — Une activité adventure exceptionnelle à Marrakech, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
36438,Spectacle folklorique à Lisbon,culture,Lisbon,227.31,Pluvieux,92,6,couple,hiver,82.71,"Spectacle folklorique à Lisbon — Une activité culture exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
15424,Visite du jardin botanique de Cape Town,nature,Cape Town,222.43,Chaud,70,1,solo,hiver,98.97,"Visite du jardin botanique de Cape Town — Une activité nature exceptionnelle à Cape Town, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
33243,Sortie en bateau à Sydney,entertainment,Sydney,276.38,Chaud,84,1,familial,automne,89.11,"Sortie en bateau à Sydney — Une activité entertainment exceptionnelle à Sydney, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
47533,Visite du jardin botanique de Monastir,nature,Monastir,176.96,Chaud,48,4,groupe,printemps,66.51,"Visite du jardin botanique de Monastir — Une activité nature exceptionnelle à Monastir, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
49034,Observation des oiseaux à Bizerte,nature,Bizerte,292.99,Chaud,42,1,groupe,hiver,72.04,"Observation des oiseaux à Bizerte — Une activité nature exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
38618,Plongée sous-marine à Amsterdam,adventure,Amsterdam,150.78,Pluvieux,94,2,couple,printemps,61.79,"Plongée sous-marine à Amsterdam — Une activité adventure exceptionnelle à Amsterdam, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
13960,Cours de cuisine locale à Tabarka,gastronomy,Tabarka,184.31,Ensoleillé,75,1,solo,printemps,89.66,"Cours de cuisine locale à Tabarka — Une activité gastronomy exceptionnelle à Tabarka, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
24529,Sortie en bateau à Lisbon,entertainment,Lisbon,276.46,Pluvieux,44,6,couple,printemps,71.5,"Sortie en bateau à Lisbon — Une activité entertainment exceptionnelle à Lisbon, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
20296,Soirée street food à Cairo,gastronomy,Cairo,275.18,Chaud,73,4,solo,été,80.85,"Soirée street food à Cairo — Une activité gastronomy exceptionnelle à Cairo, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
1600,Croisière écologique à Madrid,nature,Madrid,118.73,Ensoleillé,67,5,groupe,printemps,87.16,"Croisière écologique à Madrid — Une activité nature exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
17875,Dîner étoilé au cœur de Rio de Janeiro,gastronomy,Rio de Janeiro,148.64,Tempéré,55,5,solo,été,83.66,"Dîner étoilé au cœur de Rio de Janeiro — Une activité gastronomy exceptionnelle à Rio de Janeiro, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
40102,Randonnée dans les forêts autour de Madrid,nature,Madrid,24.14,Pluvieux,41,6,couple,hiver,65.69,"Randonnée dans les forêts autour de Madrid — Une activité nature exceptionnelle à Madrid, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
50090,Randonnée dans les montagnes de New York,adventure,New York,10.1,Chaud,78,3,familial,hiver,84.25,"Randonnée dans les montagnes de New York — Une activité adventure exceptionnelle à New York, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
54902,Croisière écologique à Bizerte,nature,Bizerte,59.04,Frais,62,3,couple,été,81.54,"Croisière écologique à Bizerte — Une activité nature exceptionnelle à Bizerte, idéale pour les voyageurs en quête d'expériences uniques et authentiques."
